readout_gene,readout_class,replicate,assay,target_gene,day,shrna,bias,num_reads,cell_density,extra_umi
Casd1,MAE,2,no-UMI,Fluoro-SAHA,14,20uM,0,5,DEAD?,
Casd1,MAE,2,no-UMI,Fluoro-SAHA,14,10uM,0,8,DIFFUSE DEAD,
Casd1,MAE,2,no-UMI,Fluoro-SAHA,14,1uM,0.000489716,2042,G,
Ccnj,BAE,2,no-UMI,Fluoro-SAHA,14,20uM,NA,0,DEAD?,
Ccnj,BAE,2,no-UMI,Fluoro-SAHA,14,10uM,0.4,5,DIFFUSE DEAD,
Ccnj,BAE,2,no-UMI,Fluoro-SAHA,14,1uM,0.435813573,1224,G,
Col6a5,MAE,2,no-UMI,Fluoro-SAHA,14,20uM,NA,0,DEAD?,
Col6a5,MAE,2,no-UMI,Fluoro-SAHA,14,10uM,NA,0,DIFFUSE DEAD,
Col6a5,MAE,2,no-UMI,Fluoro-SAHA,14,1uM,0.990740741,108,G,
Dnajc12,MAE,2,no-UMI,Fluoro-SAHA,14,20uM,1,1,DEAD?,
Dnajc12,MAE,2,no-UMI,Fluoro-SAHA,14,10uM,NA,0,DIFFUSE DEAD,
Dnajc12,MAE,2,no-UMI,Fluoro-SAHA,14,1uM,0.983339644,2641,G,
Fam217b,MAE,2,no-UMI,Fluoro-SAHA,14,20uM,NA,0,DEAD?,
Fam217b,MAE,2,no-UMI,Fluoro-SAHA,14,10uM,1,1,DIFFUSE DEAD,
Fam217b,MAE,2,no-UMI,Fluoro-SAHA,14,1uM,1,1050,G,
H2-Ea-ps,MAE,2,no-UMI,Fluoro-SAHA,14,20uM,1,57,DEAD?,
H2-Ea-ps,MAE,2,no-UMI,Fluoro-SAHA,14,10uM,1,65,DIFFUSE DEAD,
H2-Ea-ps,MAE,2,no-UMI,Fluoro-SAHA,14,1uM,0.999072725,7557,G,
Hdlbp,BAE,2,no-UMI,Fluoro-SAHA,14,20uM,NA,0,DEAD?,
Hdlbp,BAE,2,no-UMI,Fluoro-SAHA,14,10uM,NA,0,DIFFUSE DEAD,
Hdlbp,BAE,2,no-UMI,Fluoro-SAHA,14,1uM,NA,0,G,
Mecp2,Xlinked,2,no-UMI,Fluoro-SAHA,14,20uM,1,3,DEAD?,
Mecp2,Xlinked,2,no-UMI,Fluoro-SAHA,14,10uM,1,4,DIFFUSE DEAD,
Mecp2,Xlinked,2,no-UMI,Fluoro-SAHA,14,1uM,0.999281781,4178,G,
Ncam2,MAE,2,no-UMI,Fluoro-SAHA,14,20uM,NA,0,DEAD?,
Ncam2,MAE,2,no-UMI,Fluoro-SAHA,14,10uM,NA,0,DIFFUSE DEAD,
Ncam2,MAE,2,no-UMI,Fluoro-SAHA,14,1uM,0,2150,G,
Pea15a,MAE,2,no-UMI,Fluoro-SAHA,14,20uM,0.8,10,DEAD?,
Pea15a,MAE,2,no-UMI,Fluoro-SAHA,14,10uM,0.866666667,15,DIFFUSE DEAD,
Pea15a,MAE,2,no-UMI,Fluoro-SAHA,14,1uM,0.920185461,6041,G,
Phka2,Xlinked,2,no-UMI,Fluoro-SAHA,14,20uM,1,1,DEAD?,
Phka2,Xlinked,2,no-UMI,Fluoro-SAHA,14,10uM,1,2,DIFFUSE DEAD,
Phka2,Xlinked,2,no-UMI,Fluoro-SAHA,14,1uM,1,810,G,
Pola1,Xlinked,2,no-UMI,Fluoro-SAHA,14,20uM,NA,0,DEAD?,
Pola1,Xlinked,2,no-UMI,Fluoro-SAHA,14,10uM,1,6,DIFFUSE DEAD,
Pola1,Xlinked,2,no-UMI,Fluoro-SAHA,14,1uM,0.999706228,3404,G,
Sash1,MAE,2,no-UMI,Fluoro-SAHA,14,20uM,NA,0,DEAD?,
Sash1,MAE,2,no-UMI,Fluoro-SAHA,14,10uM,1,2,DIFFUSE DEAD,
Sash1,MAE,2,no-UMI,Fluoro-SAHA,14,1uM,0.999292786,1414,G,
Smtnl2,MAE,2,no-UMI,Fluoro-SAHA,14,20uM,0,2,DEAD?,
Smtnl2,MAE,2,no-UMI,Fluoro-SAHA,14,10uM,NA,0,DIFFUSE DEAD,
Smtnl2,MAE,2,no-UMI,Fluoro-SAHA,14,1uM,0,91,G,
Spire1,MAE,2,no-UMI,Fluoro-SAHA,14,20uM,1,1,DEAD?,
Spire1,MAE,2,no-UMI,Fluoro-SAHA,14,10uM,1,1,DIFFUSE DEAD,
Spire1,MAE,2,no-UMI,Fluoro-SAHA,14,1uM,0.982857143,175,G,
Adamtsl4,MAE,2,no-UMI,Fluoro-SAHA,21,20uM,1,9,DEAD?,
Adamtsl4,MAE,2,no-UMI,Fluoro-SAHA,21,10uM,NA,0,DIFFUSE DEAD,
Adamtsl4,MAE,2,no-UMI,Fluoro-SAHA,21,1uM,0.964985994,2856,M ,
Adnp2,MAE,2,no-UMI,Fluoro-SAHA,21,20uM,0,4,DEAD?,
Adnp2,MAE,2,no-UMI,Fluoro-SAHA,21,10uM,0,1,DIFFUSE DEAD,
Adnp2,MAE,2,no-UMI,Fluoro-SAHA,21,1uM,0.013898081,1511,M ,
Afap1,MAE,2,no-UMI,Fluoro-SAHA,21,20uM,0,1,DEAD?,
Afap1,MAE,2,no-UMI,Fluoro-SAHA,21,10uM,0,2,DIFFUSE DEAD,
Afap1,MAE,2,no-UMI,Fluoro-SAHA,21,1uM,0.001246883,803,M ,
Casd1,MAE,2,no-UMI,Fluoro-SAHA,21,20uM,0,8,DEAD?,
Casd1,MAE,2,no-UMI,Fluoro-SAHA,21,10uM,0,3,DIFFUSE DEAD,
Casd1,MAE,2,no-UMI,Fluoro-SAHA,21,1uM,0.000995025,1005,M ,
Ccnj,BAE,2,no-UMI,Fluoro-SAHA,21,20uM,0.333333333,3,DEAD?,
Ccnj,BAE,2,no-UMI,Fluoro-SAHA,21,10uM,1,2,DIFFUSE DEAD,
Ccnj,BAE,2,no-UMI,Fluoro-SAHA,21,1uM,0.452054795,585,M ,
Col6a5,MAE,2,no-UMI,Fluoro-SAHA,21,20uM,1,2,DEAD?,
Col6a5,MAE,2,no-UMI,Fluoro-SAHA,21,10uM,NA,0,DIFFUSE DEAD,
Col6a5,MAE,2,no-UMI,Fluoro-SAHA,21,1uM,1,310,M ,
Dnajc12,MAE,2,no-UMI,Fluoro-SAHA,21,20uM,1,3,DEAD?,
Dnajc12,MAE,2,no-UMI,Fluoro-SAHA,21,10uM,1,1,DIFFUSE DEAD,
Dnajc12,MAE,2,no-UMI,Fluoro-SAHA,21,1uM,0.989183342,1851,M ,
Fam217b,MAE,2,no-UMI,Fluoro-SAHA,21,20uM,1,2,DEAD?,
Fam217b,MAE,2,no-UMI,Fluoro-SAHA,21,10uM,1,1,DIFFUSE DEAD,
Fam217b,MAE,2,no-UMI,Fluoro-SAHA,21,1uM,1,644,M ,
H2-Ea-ps,MAE,2,no-UMI,Fluoro-SAHA,21,20uM,1,77,DEAD?,
H2-Ea-ps,MAE,2,no-UMI,Fluoro-SAHA,21,10uM,1,22,DIFFUSE DEAD,
H2-Ea-ps,MAE,2,no-UMI,Fluoro-SAHA,21,1uM,0.999668545,3020,M ,
Hdlbp,BAE,2,no-UMI,Fluoro-SAHA,21,20uM,NA,0,DEAD?,
Hdlbp,BAE,2,no-UMI,Fluoro-SAHA,21,10uM,NA,0,DIFFUSE DEAD,
Hdlbp,BAE,2,no-UMI,Fluoro-SAHA,21,1uM,NA,0,M ,
Mecp2,Xlinked,2,no-UMI,Fluoro-SAHA,21,20uM,1,5,DEAD?,
Mecp2,Xlinked,2,no-UMI,Fluoro-SAHA,21,10uM,1,1,DIFFUSE DEAD,
Mecp2,Xlinked,2,no-UMI,Fluoro-SAHA,21,1uM,1,2029,M ,
Ncam2,MAE,2,no-UMI,Fluoro-SAHA,21,20uM,0,2,DEAD?,
Ncam2,MAE,2,no-UMI,Fluoro-SAHA,21,10uM,0,1,DIFFUSE DEAD,
Ncam2,MAE,2,no-UMI,Fluoro-SAHA,21,1uM,0,787,M ,
Pea15a,MAE,2,no-UMI,Fluoro-SAHA,21,20uM,0.9,10,DEAD?,
Pea15a,MAE,2,no-UMI,Fluoro-SAHA,21,10uM,1,3,DIFFUSE DEAD,
Pea15a,MAE,2,no-UMI,Fluoro-SAHA,21,1uM,0.921266234,3697,M ,
Phka2,Xlinked,2,no-UMI,Fluoro-SAHA,21,20uM,NA,0,DEAD?,
Phka2,Xlinked,2,no-UMI,Fluoro-SAHA,21,10uM,NA,0,DIFFUSE DEAD,
Phka2,Xlinked,2,no-UMI,Fluoro-SAHA,21,1uM,1,834,M ,
Pola1,Xlinked,2,no-UMI,Fluoro-SAHA,21,20uM,1,2,DEAD?,
Pola1,Xlinked,2,no-UMI,Fluoro-SAHA,21,10uM,NA,0,DIFFUSE DEAD,
Pola1,Xlinked,2,no-UMI,Fluoro-SAHA,21,1uM,0.999775583,4457,M ,
Sash1,MAE,2,no-UMI,Fluoro-SAHA,21,20uM,1,5,DEAD?,
Sash1,MAE,2,no-UMI,Fluoro-SAHA,21,10uM,1,3,DIFFUSE DEAD,
Sash1,MAE,2,no-UMI,Fluoro-SAHA,21,1uM,1,2125,M ,
Smtnl2,MAE,2,no-UMI,Fluoro-SAHA,21,20uM,0,2,DEAD?,
Smtnl2,MAE,2,no-UMI,Fluoro-SAHA,21,10uM,NA,0,DIFFUSE DEAD,
Smtnl2,MAE,2,no-UMI,Fluoro-SAHA,21,1uM,0,22,M ,
Spire1,MAE,2,no-UMI,Fluoro-SAHA,21,20uM,NA,0,DEAD?,
Spire1,MAE,2,no-UMI,Fluoro-SAHA,21,10uM,NA,0,DIFFUSE DEAD,
Spire1,MAE,2,no-UMI,Fluoro-SAHA,21,1uM,1,20,M ,
Adamtsl4,MAE,2,no-UMI,Fluoro-SAHA,28,20uM,NA,0,DIFFUSE DEAD,
Adamtsl4,MAE,2,no-UMI,Fluoro-SAHA,28,10uM,NA,0,DIFFUSE DEAD,
Adamtsl4,MAE,2,no-UMI,Fluoro-SAHA,28,1uM,0.908792412,2741,VG,
Adnp2,MAE,2,no-UMI,Fluoro-SAHA,28,20uM,NA,0,DIFFUSE DEAD,
Adnp2,MAE,2,no-UMI,Fluoro-SAHA,28,10uM,NA,0,DIFFUSE DEAD,
Adnp2,MAE,2,no-UMI,Fluoro-SAHA,28,1uM,0.008214677,1826,VG,
Afap1,MAE,2,no-UMI,Fluoro-SAHA,28,20uM,NA,0,DIFFUSE DEAD,
Afap1,MAE,2,no-UMI,Fluoro-SAHA,28,10uM,0,2,DIFFUSE DEAD,
Afap1,MAE,2,no-UMI,Fluoro-SAHA,28,1uM,0.000723589,1383,VG,
Casd1,MAE,2,no-UMI,Fluoro-SAHA,28,20uM,0,1,DIFFUSE DEAD,
Casd1,MAE,2,no-UMI,Fluoro-SAHA,28,10uM,0,3,DIFFUSE DEAD,
Casd1,MAE,2,no-UMI,Fluoro-SAHA,28,1uM,0.002903039,10336,VG,
Ccnj,BAE,2,no-UMI,Fluoro-SAHA,28,20uM,NA,0,DIFFUSE DEAD,
Ccnj,BAE,2,no-UMI,Fluoro-SAHA,28,10uM,1,2,DIFFUSE DEAD,
Ccnj,BAE,2,no-UMI,Fluoro-SAHA,28,1uM,0.44306739,1291,VG,
Col6a5,MAE,2,no-UMI,Fluoro-SAHA,28,20uM,NA,0,DIFFUSE DEAD,
Col6a5,MAE,2,no-UMI,Fluoro-SAHA,28,10uM,1,2,DIFFUSE DEAD,
Col6a5,MAE,2,no-UMI,Fluoro-SAHA,28,1uM,0.998031012,4064,VG,
Dnajc12,MAE,2,no-UMI,Fluoro-SAHA,28,20uM,NA,0,DIFFUSE DEAD,
Dnajc12,MAE,2,no-UMI,Fluoro-SAHA,28,10uM,1,4,DIFFUSE DEAD,
Dnajc12,MAE,2,no-UMI,Fluoro-SAHA,28,1uM,0.994604802,3709,VG,
Fam217b,MAE,2,no-UMI,Fluoro-SAHA,28,20uM,NA,0,DIFFUSE DEAD,
Fam217b,MAE,2,no-UMI,Fluoro-SAHA,28,10uM,NA,0,DIFFUSE DEAD,
Fam217b,MAE,2,no-UMI,Fluoro-SAHA,28,1uM,0.999165972,1199,VG,
H2-Ea-ps,MAE,2,no-UMI,Fluoro-SAHA,28,20uM,1,40,DIFFUSE DEAD,
H2-Ea-ps,MAE,2,no-UMI,Fluoro-SAHA,28,10uM,1,37,DIFFUSE DEAD,
H2-Ea-ps,MAE,2,no-UMI,Fluoro-SAHA,28,1uM,0.999541761,32777,VG,
Hdlbp,BAE,2,no-UMI,Fluoro-SAHA,28,20uM,NA,0,DIFFUSE DEAD,
Hdlbp,BAE,2,no-UMI,Fluoro-SAHA,28,10uM,NA,0,DIFFUSE DEAD,
Hdlbp,BAE,2,no-UMI,Fluoro-SAHA,28,1uM,NA,0,VG,
Mecp2,Xlinked,2,no-UMI,Fluoro-SAHA,28,20uM,1,1,DIFFUSE DEAD,
Mecp2,Xlinked,2,no-UMI,Fluoro-SAHA,28,10uM,1,1,DIFFUSE DEAD,
Mecp2,Xlinked,2,no-UMI,Fluoro-SAHA,28,1uM,0.999377335,3214,VG,
Ncam2,MAE,2,no-UMI,Fluoro-SAHA,28,20uM,NA,0,DIFFUSE DEAD,
Ncam2,MAE,2,no-UMI,Fluoro-SAHA,28,10uM,0,1,DIFFUSE DEAD,
Ncam2,MAE,2,no-UMI,Fluoro-SAHA,28,1uM,0,731,VG,
Pea15a,MAE,2,no-UMI,Fluoro-SAHA,28,20uM,1,2,DIFFUSE DEAD,
Pea15a,MAE,2,no-UMI,Fluoro-SAHA,28,10uM,0.857142857,7,DIFFUSE DEAD,
Pea15a,MAE,2,no-UMI,Fluoro-SAHA,28,1uM,0.89791926,5623,VG,
Phka2,Xlinked,2,no-UMI,Fluoro-SAHA,28,20uM,NA,0,DIFFUSE DEAD,
Phka2,Xlinked,2,no-UMI,Fluoro-SAHA,28,10uM,1,2,DIFFUSE DEAD,
Phka2,Xlinked,2,no-UMI,Fluoro-SAHA,28,1uM,1,899,VG,
Pola1,Xlinked,2,no-UMI,Fluoro-SAHA,28,20uM,NA,0,DIFFUSE DEAD,
Pola1,Xlinked,2,no-UMI,Fluoro-SAHA,28,10uM,1,2,DIFFUSE DEAD,
Pola1,Xlinked,2,no-UMI,Fluoro-SAHA,28,1uM,0.999286606,5610,VG,
Sash1,MAE,2,no-UMI,Fluoro-SAHA,28,20uM,NA,0,DIFFUSE DEAD,
Sash1,MAE,2,no-UMI,Fluoro-SAHA,28,10uM,1,4,DIFFUSE DEAD,
Sash1,MAE,2,no-UMI,Fluoro-SAHA,28,1uM,0.999403697,6709,VG,
Smtnl2,MAE,2,no-UMI,Fluoro-SAHA,28,20uM,NA,0,DIFFUSE DEAD,
Smtnl2,MAE,2,no-UMI,Fluoro-SAHA,28,10uM,NA,0,DIFFUSE DEAD,
Smtnl2,MAE,2,no-UMI,Fluoro-SAHA,28,1uM,0.029177719,1895,VG,
Spire1,MAE,2,no-UMI,Fluoro-SAHA,28,20uM,1,1,DIFFUSE DEAD,
Spire1,MAE,2,no-UMI,Fluoro-SAHA,28,10uM,NA,0,DIFFUSE DEAD,
Spire1,MAE,2,no-UMI,Fluoro-SAHA,28,1uM,1,31,VG,
Adamtsl4,MAE,2,no-UMI,Fluoro-SAHA,35,20uM,0.5,2,DIFFUSE DARK,
Adamtsl4,MAE,2,no-UMI,Fluoro-SAHA,35,10uM,1,1,DIFFUSE DARK,
Adamtsl4,MAE,2,no-UMI,Fluoro-SAHA,35,1uM,0.776405188,1621,VG,
Adnp2,MAE,2,no-UMI,Fluoro-SAHA,35,20uM,0,1,DIFFUSE DARK,
Adnp2,MAE,2,no-UMI,Fluoro-SAHA,35,10uM,0,1,DIFFUSE DARK,
Adnp2,MAE,2,no-UMI,Fluoro-SAHA,35,1uM,0.001572327,1272,VG,
Afap1,MAE,2,no-UMI,Fluoro-SAHA,35,20uM,NA,0,DIFFUSE DARK,
Afap1,MAE,2,no-UMI,Fluoro-SAHA,35,10uM,NA,0,DIFFUSE DARK,
Afap1,MAE,2,no-UMI,Fluoro-SAHA,35,1uM,0.068571429,176,VG,
Casd1,MAE,2,no-UMI,Fluoro-SAHA,35,20uM,0,4,DIFFUSE DARK,
Casd1,MAE,2,no-UMI,Fluoro-SAHA,35,10uM,0,1,DIFFUSE DARK,
Casd1,MAE,2,no-UMI,Fluoro-SAHA,35,1uM,0,887,VG,
Ccnj,BAE,2,no-UMI,Fluoro-SAHA,35,20uM,0,1,DIFFUSE DARK,
Ccnj,BAE,2,no-UMI,Fluoro-SAHA,35,10uM,0.5,2,DIFFUSE DARK,
Ccnj,BAE,2,no-UMI,Fluoro-SAHA,35,1uM,0.555408971,758,VG,
Col6a5,MAE,2,no-UMI,Fluoro-SAHA,35,20uM,NA,0,DIFFUSE DARK,
Col6a5,MAE,2,no-UMI,Fluoro-SAHA,35,10uM,1,1,DIFFUSE DARK,
Col6a5,MAE,2,no-UMI,Fluoro-SAHA,35,1uM,1,279,VG,
Dnajc12,MAE,2,no-UMI,Fluoro-SAHA,35,20uM,1,2,DIFFUSE DARK,
Dnajc12,MAE,2,no-UMI,Fluoro-SAHA,35,10uM,NA,0,DIFFUSE DARK,
Dnajc12,MAE,2,no-UMI,Fluoro-SAHA,35,1uM,0.998054475,1029,VG,
Fam217b,MAE,2,no-UMI,Fluoro-SAHA,35,20uM,1,2,DIFFUSE DARK,
Fam217b,MAE,2,no-UMI,Fluoro-SAHA,35,10uM,NA,0,DIFFUSE DARK,
Fam217b,MAE,2,no-UMI,Fluoro-SAHA,35,1uM,1,465,VG,
H2-Ea-ps,MAE,2,no-UMI,Fluoro-SAHA,35,20uM,1,91,DIFFUSE DARK,
H2-Ea-ps,MAE,2,no-UMI,Fluoro-SAHA,35,10uM,1,36,DIFFUSE DARK,
H2-Ea-ps,MAE,2,no-UMI,Fluoro-SAHA,35,1uM,0.999494596,25747,VG,
Hdlbp,BAE,2,no-UMI,Fluoro-SAHA,35,20uM,NA,0,DIFFUSE DARK,
Hdlbp,BAE,2,no-UMI,Fluoro-SAHA,35,10uM,NA,0,DIFFUSE DARK,
Hdlbp,BAE,2,no-UMI,Fluoro-SAHA,35,1uM,NA,0,VG,
Mecp2,Xlinked,2,no-UMI,Fluoro-SAHA,35,20uM,NA,0,DIFFUSE DARK,
Mecp2,Xlinked,2,no-UMI,Fluoro-SAHA,35,10uM,1,1,DIFFUSE DARK,
Mecp2,Xlinked,2,no-UMI,Fluoro-SAHA,35,1uM,0.999648259,2843,VG,
Ncam2,MAE,2,no-UMI,Fluoro-SAHA,35,20uM,NA,0,DIFFUSE DARK,
Ncam2,MAE,2,no-UMI,Fluoro-SAHA,35,10uM,NA,0,DIFFUSE DARK,
Ncam2,MAE,2,no-UMI,Fluoro-SAHA,35,1uM,0.023809524,84,VG,
Pea15a,MAE,2,no-UMI,Fluoro-SAHA,35,20uM,1,6,DIFFUSE DARK,
Pea15a,MAE,2,no-UMI,Fluoro-SAHA,35,10uM,0.666666667,3,DIFFUSE DARK,
Pea15a,MAE,2,no-UMI,Fluoro-SAHA,35,1uM,0.957315399,7290,VG,
Phka2,Xlinked,2,no-UMI,Fluoro-SAHA,35,20uM,NA,0,DIFFUSE DARK,
Phka2,Xlinked,2,no-UMI,Fluoro-SAHA,35,10uM,NA,0,DIFFUSE DARK,
Phka2,Xlinked,2,no-UMI,Fluoro-SAHA,35,1uM,1,221,VG,
Pola1,Xlinked,2,no-UMI,Fluoro-SAHA,35,20uM,1,4,DIFFUSE DARK,
Pola1,Xlinked,2,no-UMI,Fluoro-SAHA,35,10uM,NA,0,DIFFUSE DARK,
Pola1,Xlinked,2,no-UMI,Fluoro-SAHA,35,1uM,0.99826087,575,VG,
Sash1,MAE,2,no-UMI,Fluoro-SAHA,35,20uM,1,4,DIFFUSE DARK,
Sash1,MAE,2,no-UMI,Fluoro-SAHA,35,10uM,1,5,DIFFUSE DARK,
Sash1,MAE,2,no-UMI,Fluoro-SAHA,35,1uM,1,1111,VG,
Smtnl2,MAE,2,no-UMI,Fluoro-SAHA,35,20uM,NA,0,DIFFUSE DARK,
Smtnl2,MAE,2,no-UMI,Fluoro-SAHA,35,10uM,0,2,DIFFUSE DARK,
Smtnl2,MAE,2,no-UMI,Fluoro-SAHA,35,1uM,0.000853242,1172,VG,
Spire1,MAE,2,no-UMI,Fluoro-SAHA,35,20uM,NA,0,DIFFUSE DARK,
Spire1,MAE,2,no-UMI,Fluoro-SAHA,35,10uM,NA,0,DIFFUSE DARK,
Spire1,MAE,2,no-UMI,Fluoro-SAHA,35,1uM,0.951851852,270,VG,
Adamtsl4,MAE,1,no-UMI,Fluoro-SAHA,7,1uM,0.955426845,27842,,
Adamtsl4,MAE,1,no-UMI,Fluoro-SAHA,7,10uM,0.910569106,369,,
Adamtsl4,MAE,1,no-UMI,Fluoro-SAHA,7,20uM,0.886524823,283,,
Adnp2,MAE,1,no-UMI,Fluoro-SAHA,7,1uM,0.037985755,8004,,
Adnp2,MAE,1,no-UMI,Fluoro-SAHA,7,10uM,0.04494382,89,,
Adnp2,MAE,1,no-UMI,Fluoro-SAHA,7,20uM,0,12,,
Afap1,MAE,1,no-UMI,Fluoro-SAHA,7,1uM,0.111111111,9,,
Afap1,MAE,1,no-UMI,Fluoro-SAHA,7,10uM,0,1,,
Afap1,MAE,1,no-UMI,Fluoro-SAHA,7,20uM,NA,0,,
Cacnb2,MAE,1,no-UMI,Fluoro-SAHA,7,1uM,0.450980392,51,,
Cacnb2,MAE,1,no-UMI,Fluoro-SAHA,7,10uM,0,1,,
Cacnb2,MAE,1,no-UMI,Fluoro-SAHA,7,20uM,NA,0,,
Casd1,MAE,1,no-UMI,Fluoro-SAHA,7,1uM,0,3,,
Casd1,MAE,1,no-UMI,Fluoro-SAHA,7,10uM,NA,0,,
Casd1,MAE,1,no-UMI,Fluoro-SAHA,7,20uM,NA,0,,
Ccnj,BAE,1,no-UMI,Fluoro-SAHA,7,1uM,0.427175844,1132,,
Ccnj,BAE,1,no-UMI,Fluoro-SAHA,7,10uM,0.777777778,9,,
Ccnj,BAE,1,no-UMI,Fluoro-SAHA,7,20uM,NA,0,,
Col6a5,MAE,1,no-UMI,Fluoro-SAHA,7,1uM,1,50,,
Col6a5,MAE,1,no-UMI,Fluoro-SAHA,7,10uM,NA,0,,
Col6a5,MAE,1,no-UMI,Fluoro-SAHA,7,20uM,1,1,,
Dnajc12,MAE,1,no-UMI,Fluoro-SAHA,7,1uM,1,431,,
Dnajc12,MAE,1,no-UMI,Fluoro-SAHA,7,10uM,1,2,,
Dnajc12,MAE,1,no-UMI,Fluoro-SAHA,7,20uM,NA,0,,
Fam217b,MAE,1,no-UMI,Fluoro-SAHA,7,1uM,0.000680094,19132,,
Fam217b,MAE,1,no-UMI,Fluoro-SAHA,7,10uM,0,242,,
Fam217b,MAE,1,no-UMI,Fluoro-SAHA,7,20uM,0,64,,
H2-Ea-ps,MAE,1,no-UMI,Fluoro-SAHA,7,1uM,0.999630587,10842,,
H2-Ea-ps,MAE,1,no-UMI,Fluoro-SAHA,7,10uM,1,106,,
H2-Ea-ps,MAE,1,no-UMI,Fluoro-SAHA,7,20uM,1,14,,
Hdlbp,BAE,1,no-UMI,Fluoro-SAHA,7,1uM,0.462127008,9167,,
Hdlbp,BAE,1,no-UMI,Fluoro-SAHA,7,10uM,0.611111111,90,,
Hdlbp,BAE,1,no-UMI,Fluoro-SAHA,7,20uM,0.529411765,68,,
Mecp2,Xlinked,1,no-UMI,Fluoro-SAHA,7,1uM,0.999346548,4599,,
Mecp2,Xlinked,1,no-UMI,Fluoro-SAHA,7,10uM,1,18,,
Mecp2,Xlinked,1,no-UMI,Fluoro-SAHA,7,20uM,1,20,,
Ncam2,MAE,1,no-UMI,Fluoro-SAHA,7,1uM,0.009259259,973,,
Ncam2,MAE,1,no-UMI,Fluoro-SAHA,7,10uM,0,12,,
Ncam2,MAE,1,no-UMI,Fluoro-SAHA,7,20uM,NA,0,,
Pea15a,MAE,1,no-UMI,Fluoro-SAHA,7,1uM,0.883333333,1020,,
Pea15a,MAE,1,no-UMI,Fluoro-SAHA,7,10uM,1,8,,
Pea15a,MAE,1,no-UMI,Fluoro-SAHA,7,20uM,1,7,,
Phka2,Xlinked,1,no-UMI,Fluoro-SAHA,7,1uM,0.988235294,85,,
Phka2,Xlinked,1,no-UMI,Fluoro-SAHA,7,10uM,NA,0,,
Phka2,Xlinked,1,no-UMI,Fluoro-SAHA,7,20uM,NA,0,,
Pola1,Xlinked,1,no-UMI,Fluoro-SAHA,7,1uM,1,1356,,
Pola1,Xlinked,1,no-UMI,Fluoro-SAHA,7,10uM,1,8,,
Pola1,Xlinked,1,no-UMI,Fluoro-SAHA,7,20uM,NA,0,,
Sash1,MAE,1,no-UMI,Fluoro-SAHA,7,1uM,0.999640727,13936,,
Sash1,MAE,1,no-UMI,Fluoro-SAHA,7,10uM,1,300,,
Sash1,MAE,1,no-UMI,Fluoro-SAHA,7,20uM,1,22,,
Smtnl2,MAE,1,no-UMI,Fluoro-SAHA,7,1uM,0.001111111,4508,,
Smtnl2,MAE,1,no-UMI,Fluoro-SAHA,7,10uM,0,17,,
Smtnl2,MAE,1,no-UMI,Fluoro-SAHA,7,20uM,0,26,,
Spire1,MAE,1,no-UMI,Fluoro-SAHA,7,1uM,0.845890411,292,,
Spire1,MAE,1,no-UMI,Fluoro-SAHA,7,10uM,0.5,2,,
Spire1,MAE,1,no-UMI,Fluoro-SAHA,7,20uM,1,1,,
Tmem104,BAE,1,no-UMI,Fluoro-SAHA,7,1uM,0.297029703,101,,
Tmem104,BAE,1,no-UMI,Fluoro-SAHA,7,10uM,NA,0,,
Tmem104,BAE,1,no-UMI,Fluoro-SAHA,7,20uM,NA,0,,
3830406C13Rik,MAE,2,UMI,Fluoro-SAHA,7,20uM,0,2,DIFFUSE,0
3830406C13Rik,MAE,2,UMI,Fluoro-SAHA,7,10uM,0,1,DIFFUSE,0
3830406C13Rik,MAE,2,UMI,Fluoro-SAHA,7,1uM,0,87,VG,685
Adamtsl4,MAE,2,UMI,Fluoro-SAHA,7,20uM,NA,0,DIFFUSE,2
Adamtsl4,MAE,2,UMI,Fluoro-SAHA,7,10uM,NA,0,DIFFUSE,19
Adamtsl4,MAE,2,UMI,Fluoro-SAHA,7,1uM,1,145,VG,8156
Adnp2,MAE,2,UMI,Fluoro-SAHA,7,20uM,NA,0,DIFFUSE,1
Adnp2,MAE,2,UMI,Fluoro-SAHA,7,10uM,0,1,DIFFUSE,1
Adnp2,MAE,2,UMI,Fluoro-SAHA,7,1uM,0,112,VG,3353
Dlc1,MAE,2,UMI,Fluoro-SAHA,7,20uM,0.5,2,DIFFUSE,0
Dlc1,MAE,2,UMI,Fluoro-SAHA,7,10uM,1,1,DIFFUSE,0
Dlc1,MAE,2,UMI,Fluoro-SAHA,7,1uM,0.824561404,114,VG,1374
Dnajc12,MAE,2,UMI,Fluoro-SAHA,7,20uM,NA,0,DIFFUSE,1
Dnajc12,MAE,2,UMI,Fluoro-SAHA,7,10uM,NA,0,DIFFUSE,14
Dnajc12,MAE,2,UMI,Fluoro-SAHA,7,1uM,0.983086681,473,VG,10439
Gprasp1,X-Linked,2,UMI,Fluoro-SAHA,7,20uM,1,1,DIFFUSE,0
Gprasp1,X-Linked,2,UMI,Fluoro-SAHA,7,10uM,NA,0,DIFFUSE,0
Gprasp1,X-Linked,2,UMI,Fluoro-SAHA,7,1uM,1,239,VG,2116
Slc25a37,BAE,2,UMI,Fluoro-SAHA,7,20uM,0.75,4,DIFFUSE,8
Slc25a37,BAE,2,UMI,Fluoro-SAHA,7,10uM,0.333333333,3,DIFFUSE,0
Slc25a37,BAE,2,UMI,Fluoro-SAHA,7,1uM,0.533460803,527,VG,4090
