readout_gene,readout_class,replicate,assay,target_gene,day,shrna,bias,num_reads,cell_density,extra_umi
Adnp2,MAE,2,no-UMI,Control,14,DMSO1,0.010672854,6466,VG ,
Afap1,MAE,2,no-UMI,Control,14,DMSO1,0.04698647,4068,VG ,
Casd1,MAE,2,no-UMI,Control,14,DMSO1,0.00519987,15389,VG ,
Ccnj,BAE,2,no-UMI,Control,14,DMSO1,0.480284105,8176,VG ,
Col6a5,MAE,2,no-UMI,Control,14,DMSO1,0.870707071,495,VG ,
Dnajc12,MAE,2,no-UMI,Control,14,DMSO1,0.884986226,7263,VG ,
Fam217b,MAE,2,no-UMI,Control,14,DMSO1,1,5038,VG ,
H2-Ea-ps,MAE,2,no-UMI,Control,14,DMSO1,0.999369859,117579,VG ,
Hdlbp,BAE,2,no-UMI,Control,14,DMSO1,NA,0,VG ,
Mecp2,Xlinked,2,no-UMI,Control,14,DMSO1,0.999829439,17593,VG ,
Ncam2,MAE,2,no-UMI,Control,14,DMSO1,0.047819972,2136,VG ,
Pea15a,MAE,2,no-UMI,Control,14,DMSO1,0.897914463,26472,VG ,
Phka2,Xlinked,2,no-UMI,Control,14,DMSO1,1,2548,VG ,
Pola1,Xlinked,2,no-UMI,Control,14,DMSO1,1,4657,VG ,
Sash1,MAE,2,no-UMI,Control,14,DMSO1,1,6075,VG ,
Smtnl2,MAE,2,no-UMI,Control,14,DMSO1,0.016666667,420,VG ,
Spire1,MAE,2,no-UMI,Control,14,DMSO1,0.931605472,1389,VG ,
Adamtsl4,MAE,2,no-UMI,Control,21,DMSO1,0.794862834,5724,VG,
Adnp2,MAE,2,no-UMI,Control,21,DMSO1,0.007508532,2932,VG,
Afap1,MAE,2,no-UMI,Control,21,DMSO1,0.061386139,2526,VG,
Casd1,MAE,2,no-UMI,Control,21,DMSO1,0.008608321,5582,VG,
Ccnj,BAE,2,no-UMI,Control,21,DMSO1,0.619016818,1546,VG,
Col6a5,MAE,2,no-UMI,Control,21,DMSO1,0.9625,240,VG,
Dnajc12,MAE,2,no-UMI,Control,21,DMSO1,0.885286783,3209,VG,
Fam217b,MAE,2,no-UMI,Control,21,DMSO1,0.998993964,994,VG,
H2-Ea-ps,MAE,2,no-UMI,Control,21,DMSO1,0.999417281,109991,VG,
Hdlbp,BAE,2,no-UMI,Control,21,DMSO1,NA,0,VG,
Mecp2,Xlinked,2,no-UMI,Control,21,DMSO1,0.999203505,5022,VG,
Ncam2,MAE,2,no-UMI,Control,21,DMSO1,0,554,VG,
Pea15a,MAE,2,no-UMI,Control,21,DMSO1,0.944038156,12582,VG,
Phka2,Xlinked,2,no-UMI,Control,21,DMSO1,1,929,VG,
Pola1,Xlinked,2,no-UMI,Control,21,DMSO1,1,3871,VG,
Sash1,MAE,2,no-UMI,Control,21,DMSO1,0.999692686,3255,VG,
Smtnl2,MAE,2,no-UMI,Control,21,DMSO1,0,255,VG,
Spire1,MAE,2,no-UMI,Control,21,DMSO1,0.886021505,465,VG,
Adamtsl4,MAE,2,no-UMI,Control,28,DMSO1,0.935115118,6211,VG,
Adnp2,MAE,2,no-UMI,Control,28,DMSO1,0.007134364,3364,VG,
Afap1,MAE,2,no-UMI,Control,28,DMSO1,0.055765595,3178,VG,
Casd1,MAE,2,no-UMI,Control,28,DMSO1,0.001345507,10406,VG,
Ccnj,BAE,2,no-UMI,Control,28,DMSO1,0.456305859,2016,VG,
Col6a5,MAE,2,no-UMI,Control,28,DMSO1,0.965598353,3405,VG,
Dnajc12,MAE,2,no-UMI,Control,28,DMSO1,0.942575406,5177,VG,
Fam217b,MAE,2,no-UMI,Control,28,DMSO1,1,1879,VG,
H2-Ea-ps,MAE,2,no-UMI,Control,28,DMSO1,0.99956342,103185,VG,
Hdlbp,BAE,2,no-UMI,Control,28,DMSO1,NA,0,VG,
Mecp2,Xlinked,2,no-UMI,Control,28,DMSO1,0.999454818,7339,VG,
Ncam2,MAE,2,no-UMI,Control,28,DMSO1,0.024285714,700,VG,
Pea15a,MAE,2,no-UMI,Control,28,DMSO1,0.946977025,16542,VG,
Phka2,Xlinked,2,no-UMI,Control,28,DMSO1,1,948,VG,
Pola1,Xlinked,2,no-UMI,Control,28,DMSO1,1,3547,VG,
Sash1,MAE,2,no-UMI,Control,28,DMSO1,0.999795271,9770,VG,
Smtnl2,MAE,2,no-UMI,Control,28,DMSO1,0.031695721,631,VG,
Spire1,MAE,2,no-UMI,Control,28,DMSO1,0.998360656,612,VG,
Adamtsl4,MAE,2,no-UMI,Control,35,DMSO1,0.925248723,3720,VG,
Adnp2,MAE,2,no-UMI,Control,35,DMSO1,0.007029053,2134,VG,
Afap1,MAE,2,no-UMI,Control,35,DMSO1,0.088207095,2087,VG,
Casd1,MAE,2,no-UMI,Control,35,DMSO1,0.00433121,3925,VG,
Ccnj,BAE,2,no-UMI,Control,35,DMSO1,0.498239437,1704,VG,
Col6a5,MAE,2,no-UMI,Control,35,DMSO1,0.972864322,2988,VG,
Dnajc12,MAE,2,no-UMI,Control,35,DMSO1,0.970290344,2962,VG,
Fam217b,MAE,2,no-UMI,Control,35,DMSO1,1,585,VG,
H2-Ea-ps,MAE,2,no-UMI,Control,35,DMSO1,0.999403489,48671,VG,
Hdlbp,BAE,2,no-UMI,Control,35,DMSO1,NA,0,VG,
Mecp2,Xlinked,2,no-UMI,Control,35,DMSO1,0.999759789,4164,VG,
Ncam2,MAE,2,no-UMI,Control,35,DMSO1,0,242,VG,
Pea15a,MAE,2,no-UMI,Control,35,DMSO1,0.911626497,6599,VG,
Phka2,Xlinked,2,no-UMI,Control,35,DMSO1,1,581,VG,
Pola1,Xlinked,2,no-UMI,Control,35,DMSO1,0.999491353,1967,VG,
Sash1,MAE,2,no-UMI,Control,35,DMSO1,0.999794112,4858,VG,
Smtnl2,MAE,2,no-UMI,Control,35,DMSO1,0,319,VG,
Spire1,MAE,2,no-UMI,Control,35,DMSO1,0.971731449,283,VG,
3830406C13Rik,MAE,2,UMI,Control,7,DMSO1,0,94,VG,
Adamtsl4,MAE,2,UMI,Control,7,DMSO1,0.989010989,91,VG,
Adnp2,MAE,2,UMI,Control,7,DMSO1,0.010309278,97,VG,
Dlc1,MAE,2,UMI,Control,7,DMSO1,0.863636364,132,VG,
Dnajc12,MAE,2,UMI,Control,7,DMSO1,0.932075472,265,VG,
Gprasp1,X-Linked,2,UMI,Control,7,DMSO1,0.993421053,154,VG,
Slc25a37,BAE,2,UMI,Control,7,DMSO1,0.446650124,405,VG,
Smtnl2,MAE,2,UMI,Control,7,DMSO1,0.058823529,17,VG,
Tpst1,MAE,2,UMI,Control,7,DMSO1,0.071428571,28,VG,
3830406C13Rik,MAE,2,UMI,Control,14,DMSO1,0,249,VG ,
Adamtsl4,MAE,2,UMI,Control,14,DMSO1,1,109,VG ,
Adnp2,MAE,2,UMI,Control,14,DMSO1,0,160,VG ,
Dlc1,MAE,2,UMI,Control,14,DMSO1,0.84375,321,VG ,
Dnajc12,MAE,2,UMI,Control,14,DMSO1,0.917127072,543,VG ,
Gprasp1,X-Linked,2,UMI,Control,14,DMSO1,1,242,VG ,
Slc25a37,BAE,2,UMI,Control,14,DMSO1,0.467114094,748,VG ,
Smtnl2,MAE,2,UMI,Control,14,DMSO1,0,11,VG ,
Tpst1,MAE,2,UMI,Control,14,DMSO1,0.019607843,51,VG ,
3830406C13Rik,MAE,2,UMI,Control,21,DMSO1,0,74,VG,
Adamtsl4,MAE,2,UMI,Control,21,DMSO1,0.97029703,101,VG,
Adnp2,MAE,2,UMI,Control,21,DMSO1,0,101,VG,
Dlc1,MAE,2,UMI,Control,21,DMSO1,0.813559322,118,VG,
Dnajc12,MAE,2,UMI,Control,21,DMSO1,0.893617021,235,VG,
Gprasp1,X-Linked,2,UMI,Control,21,DMSO1,0.991452991,117,VG,
Slc25a37,BAE,2,UMI,Control,21,DMSO1,0.466019417,206,VG,
Smtnl2,MAE,2,UMI,Control,21,DMSO1,0.090909091,11,VG,
Tpst1,MAE,2,UMI,Control,21,DMSO1,0.1,60,VG,
3830406C13Rik,MAE,2,UMI,Control,28,DMSO1,0,116,VG,
Adamtsl4,MAE,2,UMI,Control,28,DMSO1,1,115,VG,
Adnp2,MAE,2,UMI,Control,28,DMSO1,0,143,VG,
Dlc1,MAE,2,UMI,Control,28,DMSO1,0.767515924,314,VG,
Dnajc12,MAE,2,UMI,Control,28,DMSO1,0.938303342,389,VG,
Gprasp1,X-Linked,2,UMI,Control,28,DMSO1,0.993865031,164,VG,
Slc25a37,BAE,2,UMI,Control,28,DMSO1,0.492537313,604,VG,
Smtnl2,MAE,2,UMI,Control,28,DMSO1,0.05,20,VG,
Tpst1,MAE,2,UMI,Control,28,DMSO1,0.057142857,35,VG,
3830406C13Rik,MAE,2,UMI,Control,35,DMSO1,0,74,VG,
Adamtsl4,MAE,2,UMI,Control,35,DMSO1,0.984496124,129,VG,
Adnp2,MAE,2,UMI,Control,35,DMSO1,0,90,VG,
Dlc1,MAE,2,UMI,Control,35,DMSO1,0.797546012,326,VG,
Dnajc12,MAE,2,UMI,Control,35,DMSO1,0.979661017,295,VG,
Gprasp1,X-Linked,2,UMI,Control,35,DMSO1,0.991071429,112,VG,
Slc25a37,BAE,2,UMI,Control,35,DMSO1,0.48189415,360,VG,
Smtnl2,MAE,2,UMI,Control,35,DMSO1,0,21,VG,
Tpst1,MAE,2,UMI,Control,35,DMSO1,0,8,VG,
Adamtsl4,MAE,2,no-UMI,Zebularine,7,20uM,0.816023739,337,VG,
Adamtsl4,MAE,2,no-UMI,Zebularine,7,10uM,0.881443299,388,VG,
Adamtsl4,MAE,2,no-UMI,Zebularine,7,1uM,0.865055196,5257,VG,
Adnp2,MAE,2,no-UMI,Zebularine,7,20uM,0.015243902,328,VG,
Adnp2,MAE,2,no-UMI,Zebularine,7,10uM,0.007537688,398,VG,
Adnp2,MAE,2,no-UMI,Zebularine,7,1uM,0.011730205,3411,VG,
Afap1,MAE,2,no-UMI,Zebularine,7,20uM,0.032911392,395,VG,
Afap1,MAE,2,no-UMI,Zebularine,7,10uM,0.07028754,313,VG,
Afap1,MAE,2,no-UMI,Zebularine,7,1uM,0.049839801,2813,VG,
Casd1,MAE,2,no-UMI,Zebularine,7,20uM,0.006122449,490,VG,
Casd1,MAE,2,no-UMI,Zebularine,7,10uM,0.004056795,493,VG,
Casd1,MAE,2,no-UMI,Zebularine,7,1uM,0.002671654,7503,VG,
Ccnj,BAE,2,no-UMI,Zebularine,7,20uM,0.50887574,169,VG,
Ccnj,BAE,2,no-UMI,Zebularine,7,10uM,0.479674797,492,VG,
Ccnj,BAE,2,no-UMI,Zebularine,7,1uM,0.539311517,4709,VG,
Col6a5,MAE,2,no-UMI,Zebularine,7,20uM,0.9375,144,VG,
Col6a5,MAE,2,no-UMI,Zebularine,7,10uM,0.889447236,199,VG,
Col6a5,MAE,2,no-UMI,Zebularine,7,1uM,0.945786366,1865,VG,
Dnajc12,MAE,2,no-UMI,Zebularine,7,20uM,0.96969697,198,VG,
Dnajc12,MAE,2,no-UMI,Zebularine,7,10uM,0.926380368,326,VG,
Dnajc12,MAE,2,no-UMI,Zebularine,7,1uM,0.953116676,3756,VG,
Fam217b,MAE,2,no-UMI,Zebularine,7,20uM,1,237,VG,
Fam217b,MAE,2,no-UMI,Zebularine,7,10uM,1,240,VG,
Fam217b,MAE,2,no-UMI,Zebularine,7,1uM,0.999602702,2520,VG,
H2-Ea-ps,MAE,2,no-UMI,Zebularine,7,20uM,1,361,VG,
H2-Ea-ps,MAE,2,no-UMI,Zebularine,7,10uM,0.997668998,429,VG,
H2-Ea-ps,MAE,2,no-UMI,Zebularine,7,1uM,0.999476371,7650,VG,
Hdlbp,BAE,2,no-UMI,Zebularine,7,20uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Zebularine,7,10uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Zebularine,7,1uM,NA,0,VG,
Mecp2,Xlinked,2,no-UMI,Zebularine,7,20uM,1,552,VG,
Mecp2,Xlinked,2,no-UMI,Zebularine,7,10uM,1,949,VG,
Mecp2,Xlinked,2,no-UMI,Zebularine,7,1uM,0.999770062,8699,VG,
Ncam2,MAE,2,no-UMI,Zebularine,7,20uM,0.016393443,61,VG,
Ncam2,MAE,2,no-UMI,Zebularine,7,10uM,0,172,VG,
Ncam2,MAE,2,no-UMI,Zebularine,7,1uM,0.013513514,2074,VG,
Pea15a,MAE,2,no-UMI,Zebularine,7,20uM,0.866746699,833,VG,
Pea15a,MAE,2,no-UMI,Zebularine,7,10uM,0.843454791,742,VG,
Pea15a,MAE,2,no-UMI,Zebularine,7,1uM,0.805098128,8867,VG,
Phka2,Xlinked,2,no-UMI,Zebularine,7,20uM,1,84,VG,
Phka2,Xlinked,2,no-UMI,Zebularine,7,10uM,1,196,VG,
Phka2,Xlinked,2,no-UMI,Zebularine,7,1uM,1,1471,VG,
Pola1,Xlinked,2,no-UMI,Zebularine,7,20uM,1,620,VG,
Pola1,Xlinked,2,no-UMI,Zebularine,7,10uM,1,642,VG,
Pola1,Xlinked,2,no-UMI,Zebularine,7,1uM,1,3954,VG,
Sash1,MAE,2,no-UMI,Zebularine,7,20uM,0.997067449,342,VG,
Sash1,MAE,2,no-UMI,Zebularine,7,10uM,1,373,VG,
Sash1,MAE,2,no-UMI,Zebularine,7,1uM,0.999516558,4137,VG,
Smtnl2,MAE,2,no-UMI,Zebularine,7,20uM,0,45,VG,
Smtnl2,MAE,2,no-UMI,Zebularine,7,10uM,0,74,VG,
Smtnl2,MAE,2,no-UMI,Zebularine,7,1uM,0.037394451,831,VG,
Spire1,MAE,2,no-UMI,Zebularine,7,20uM,1,19,VG,
Spire1,MAE,2,no-UMI,Zebularine,7,10uM,1,25,VG,
Spire1,MAE,2,no-UMI,Zebularine,7,1uM,0.990769231,325,VG,
Adamtsl4,MAE,2,no-UMI,Zebularine,14,20uM,0.684210526,19,DIFFUSE DEAD,
Adamtsl4,MAE,2,no-UMI,Zebularine,14,10uM,0.85060241,415,SPREAD OUT,
Adamtsl4,MAE,2,no-UMI,Zebularine,14,1uM,0.73443299,2425,VG ,
Adnp2,MAE,2,no-UMI,Zebularine,14,20uM,0.272727273,11,DIFFUSE DEAD,
Adnp2,MAE,2,no-UMI,Zebularine,14,10uM,0.028368794,564,SPREAD OUT,
Adnp2,MAE,2,no-UMI,Zebularine,14,1uM,0.010122536,1877,VG ,
Afap1,MAE,2,no-UMI,Zebularine,14,20uM,0,2,DIFFUSE DEAD,
Afap1,MAE,2,no-UMI,Zebularine,14,10uM,0.137299771,438,SPREAD OUT,
Afap1,MAE,2,no-UMI,Zebularine,14,1uM,0.07278481,949,VG ,
Casd1,MAE,2,no-UMI,Zebularine,14,20uM,0,2,DIFFUSE DEAD,
Casd1,MAE,2,no-UMI,Zebularine,14,10uM,0.010852713,645,SPREAD OUT,
Casd1,MAE,2,no-UMI,Zebularine,14,1uM,0.001250313,3999,VG ,
Ccnj,BAE,2,no-UMI,Zebularine,14,20uM,0.8,5,DIFFUSE DEAD,
Ccnj,BAE,2,no-UMI,Zebularine,14,10uM,0.423529412,680,SPREAD OUT,
Ccnj,BAE,2,no-UMI,Zebularine,14,1uM,0.481462926,1997,VG ,
Col6a5,MAE,2,no-UMI,Zebularine,14,20uM,1,3,DIFFUSE DEAD,
Col6a5,MAE,2,no-UMI,Zebularine,14,10uM,0.825,320,SPREAD OUT,
Col6a5,MAE,2,no-UMI,Zebularine,14,1uM,0.925423729,295,VG ,
Dnajc12,MAE,2,no-UMI,Zebularine,14,20uM,1,2,DIFFUSE DEAD,
Dnajc12,MAE,2,no-UMI,Zebularine,14,10uM,0.924836601,306,SPREAD OUT,
Dnajc12,MAE,2,no-UMI,Zebularine,14,1uM,0.921110621,2269,VG ,
Fam217b,MAE,2,no-UMI,Zebularine,14,20uM,1,1,DIFFUSE DEAD,
Fam217b,MAE,2,no-UMI,Zebularine,14,10uM,1,208,SPREAD OUT,
Fam217b,MAE,2,no-UMI,Zebularine,14,1uM,0.999065421,1070,VG ,
H2-Ea-ps,MAE,2,no-UMI,Zebularine,14,20uM,1,56,DIFFUSE DEAD,
H2-Ea-ps,MAE,2,no-UMI,Zebularine,14,10uM,0.998256321,1151,SPREAD OUT,
H2-Ea-ps,MAE,2,no-UMI,Zebularine,14,1uM,0.999440152,62586,VG ,
Hdlbp,BAE,2,no-UMI,Zebularine,14,20uM,NA,0,DIFFUSE DEAD,
Hdlbp,BAE,2,no-UMI,Zebularine,14,10uM,NA,0,SPREAD OUT,
Hdlbp,BAE,2,no-UMI,Zebularine,14,1uM,NA,0,VG ,
Mecp2,Xlinked,2,no-UMI,Zebularine,14,20uM,1,8,DIFFUSE DEAD,
Mecp2,Xlinked,2,no-UMI,Zebularine,14,10uM,0.998989899,990,SPREAD OUT,
Mecp2,Xlinked,2,no-UMI,Zebularine,14,1uM,1,3845,VG ,
Ncam2,MAE,2,no-UMI,Zebularine,14,20uM,0,2,DIFFUSE DEAD,
Ncam2,MAE,2,no-UMI,Zebularine,14,10uM,0,38,SPREAD OUT,
Ncam2,MAE,2,no-UMI,Zebularine,14,1uM,0.012396694,726,VG ,
Pea15a,MAE,2,no-UMI,Zebularine,14,20uM,0.727272727,11,DIFFUSE DEAD,
Pea15a,MAE,2,no-UMI,Zebularine,14,10uM,0.878818737,982,SPREAD OUT,
Pea15a,MAE,2,no-UMI,Zebularine,14,1uM,0.9277927,6329,VG ,
Phka2,Xlinked,2,no-UMI,Zebularine,14,20uM,1,3,DIFFUSE DEAD,
Phka2,Xlinked,2,no-UMI,Zebularine,14,10uM,1,441,SPREAD OUT,
Phka2,Xlinked,2,no-UMI,Zebularine,14,1uM,1,931,VG ,
Pola1,Xlinked,2,no-UMI,Zebularine,14,20uM,1,3,DIFFUSE DEAD,
Pola1,Xlinked,2,no-UMI,Zebularine,14,10uM,1,1046,SPREAD OUT,
Pola1,Xlinked,2,no-UMI,Zebularine,14,1uM,1,1723,VG ,
Sash1,MAE,2,no-UMI,Zebularine,14,20uM,1,9,DIFFUSE DEAD,
Sash1,MAE,2,no-UMI,Zebularine,14,10uM,1,715,SPREAD OUT,
Sash1,MAE,2,no-UMI,Zebularine,14,1uM,0.999465241,1870,VG ,
Smtnl2,MAE,2,no-UMI,Zebularine,14,20uM,1,1,DIFFUSE DEAD,
Smtnl2,MAE,2,no-UMI,Zebularine,14,10uM,0.18061674,238,SPREAD OUT,
Smtnl2,MAE,2,no-UMI,Zebularine,14,1uM,0.032653061,245,VG ,
Spire1,MAE,2,no-UMI,Zebularine,14,20uM,1,1,DIFFUSE DEAD,
Spire1,MAE,2,no-UMI,Zebularine,14,10uM,1,29,SPREAD OUT,
Spire1,MAE,2,no-UMI,Zebularine,14,1uM,0.927659574,235,VG ,
Adamtsl4,MAE,2,no-UMI,Zebularine,21,20uM,1,2,DIFFUSE DEAD,
Adamtsl4,MAE,2,no-UMI,Zebularine,21,10uM,0.85935085,648,G,
Adamtsl4,MAE,2,no-UMI,Zebularine,21,1uM,0.746376812,3452,VG,
Adnp2,MAE,2,no-UMI,Zebularine,21,20uM,0,2,DIFFUSE DEAD,
Adnp2,MAE,2,no-UMI,Zebularine,21,10uM,0.018791946,745,G,
Adnp2,MAE,2,no-UMI,Zebularine,21,1uM,0.00250501,1996,VG,
Afap1,MAE,2,no-UMI,Zebularine,21,20uM,0,1,DIFFUSE DEAD,
Afap1,MAE,2,no-UMI,Zebularine,21,10uM,0.024070022,457,G,
Afap1,MAE,2,no-UMI,Zebularine,21,1uM,0.018867925,1380,VG,
Casd1,MAE,2,no-UMI,Zebularine,21,20uM,0,2,DIFFUSE DEAD,
Casd1,MAE,2,no-UMI,Zebularine,21,10uM,0.004608295,869,G,
Casd1,MAE,2,no-UMI,Zebularine,21,1uM,0.005327245,2629,VG,
Ccnj,BAE,2,no-UMI,Zebularine,21,20uM,1,1,DIFFUSE DEAD,
Ccnj,BAE,2,no-UMI,Zebularine,21,10uM,0.585185185,541,G,
Ccnj,BAE,2,no-UMI,Zebularine,21,1uM,0.489334195,1548,VG,
Col6a5,MAE,2,no-UMI,Zebularine,21,20uM,NA,0,DIFFUSE DEAD,
Col6a5,MAE,2,no-UMI,Zebularine,21,10uM,0.915254237,354,G,
Col6a5,MAE,2,no-UMI,Zebularine,21,1uM,0.968253968,252,VG,
Dnajc12,MAE,2,no-UMI,Zebularine,21,20uM,NA,0,DIFFUSE DEAD,
Dnajc12,MAE,2,no-UMI,Zebularine,21,10uM,0.967213115,183,G,
Dnajc12,MAE,2,no-UMI,Zebularine,21,1uM,0.930942388,2624,VG,
Fam217b,MAE,2,no-UMI,Zebularine,21,20uM,NA,0,DIFFUSE DEAD,
Fam217b,MAE,2,no-UMI,Zebularine,21,10uM,0.996466431,283,G,
Fam217b,MAE,2,no-UMI,Zebularine,21,1uM,1,668,VG,
H2-Ea-ps,MAE,2,no-UMI,Zebularine,21,20uM,1,48,DIFFUSE DEAD,
H2-Ea-ps,MAE,2,no-UMI,Zebularine,21,10uM,1,232,G,
H2-Ea-ps,MAE,2,no-UMI,Zebularine,21,1uM,0.999466401,84428,VG,
Hdlbp,BAE,2,no-UMI,Zebularine,21,20uM,NA,0,DIFFUSE DEAD,
Hdlbp,BAE,2,no-UMI,Zebularine,21,10uM,NA,0,G,
Hdlbp,BAE,2,no-UMI,Zebularine,21,1uM,NA,0,VG,
Mecp2,Xlinked,2,no-UMI,Zebularine,21,20uM,1,4,DIFFUSE DEAD,
Mecp2,Xlinked,2,no-UMI,Zebularine,21,10uM,1,953,G,
Mecp2,Xlinked,2,no-UMI,Zebularine,21,1uM,1,4738,VG,
Ncam2,MAE,2,no-UMI,Zebularine,21,20uM,0,1,DIFFUSE DEAD,
Ncam2,MAE,2,no-UMI,Zebularine,21,10uM,0,52,G,
Ncam2,MAE,2,no-UMI,Zebularine,21,1uM,0,500,VG,
Pea15a,MAE,2,no-UMI,Zebularine,21,20uM,1,1,DIFFUSE DEAD,
Pea15a,MAE,2,no-UMI,Zebularine,21,10uM,0.880931838,1160,G,
Pea15a,MAE,2,no-UMI,Zebularine,21,1uM,0.93613912,6845,VG,
Phka2,Xlinked,2,no-UMI,Zebularine,21,20uM,1,1,DIFFUSE DEAD,
Phka2,Xlinked,2,no-UMI,Zebularine,21,10uM,1,670,G,
Phka2,Xlinked,2,no-UMI,Zebularine,21,1uM,1,735,VG,
Pola1,Xlinked,2,no-UMI,Zebularine,21,20uM,1,1,DIFFUSE DEAD,
Pola1,Xlinked,2,no-UMI,Zebularine,21,10uM,1,2289,G,
Pola1,Xlinked,2,no-UMI,Zebularine,21,1uM,0.999624484,2664,VG,
Sash1,MAE,2,no-UMI,Zebularine,21,20uM,NA,0,DIFFUSE DEAD,
Sash1,MAE,2,no-UMI,Zebularine,21,10uM,0.997918835,962,G,
Sash1,MAE,2,no-UMI,Zebularine,21,1uM,0.999641191,2787,VG,
Smtnl2,MAE,2,no-UMI,Zebularine,21,20uM,NA,0,DIFFUSE DEAD,
Smtnl2,MAE,2,no-UMI,Zebularine,21,10uM,0.065671642,335,G,
Smtnl2,MAE,2,no-UMI,Zebularine,21,1uM,0.074074074,270,VG,
Spire1,MAE,2,no-UMI,Zebularine,21,20uM,NA,0,DIFFUSE DEAD,
Spire1,MAE,2,no-UMI,Zebularine,21,10uM,1,20,G,
Spire1,MAE,2,no-UMI,Zebularine,21,1uM,0.890909091,330,VG,
Adamtsl4,MAE,2,no-UMI,Zebularine,28,20uM,0.8,5,DIFFUSE DEAD,
Adamtsl4,MAE,2,no-UMI,Zebularine,28,10uM,0.899575672,1414,VG,
Adamtsl4,MAE,2,no-UMI,Zebularine,28,1uM,0.871833648,5294,VG,
Adnp2,MAE,2,no-UMI,Zebularine,28,20uM,0,2,DIFFUSE DEAD,
Adnp2,MAE,2,no-UMI,Zebularine,28,10uM,0.006410256,624,VG,
Adnp2,MAE,2,no-UMI,Zebularine,28,1uM,0.007017544,4561,VG,
Afap1,MAE,2,no-UMI,Zebularine,28,20uM,0,2,DIFFUSE DEAD,
Afap1,MAE,2,no-UMI,Zebularine,28,10uM,0.035294118,596,VG,
Afap1,MAE,2,no-UMI,Zebularine,28,1uM,0.052663623,3288,VG,
Casd1,MAE,2,no-UMI,Zebularine,28,20uM,0,9,DIFFUSE DEAD,
Casd1,MAE,2,no-UMI,Zebularine,28,10uM,0.008023649,2370,VG,
Casd1,MAE,2,no-UMI,Zebularine,28,1uM,0.005022181,11952,VG,
Ccnj,BAE,2,no-UMI,Zebularine,28,20uM,0.75,4,DIFFUSE DEAD,
Ccnj,BAE,2,no-UMI,Zebularine,28,10uM,0.448675497,607,VG,
Ccnj,BAE,2,no-UMI,Zebularine,28,1uM,0.655656796,2635,VG,
Col6a5,MAE,2,no-UMI,Zebularine,28,20uM,1,2,DIFFUSE DEAD,
Col6a5,MAE,2,no-UMI,Zebularine,28,10uM,0.992594977,3108,VG,
Col6a5,MAE,2,no-UMI,Zebularine,28,1uM,0.984489796,4903,VG,
Dnajc12,MAE,2,no-UMI,Zebularine,28,20uM,1,4,DIFFUSE DEAD,
Dnajc12,MAE,2,no-UMI,Zebularine,28,10uM,0.964241677,811,VG,
Dnajc12,MAE,2,no-UMI,Zebularine,28,1uM,0.972062027,7809,VG,
Fam217b,MAE,2,no-UMI,Zebularine,28,20uM,NA,0,DIFFUSE DEAD,
Fam217b,MAE,2,no-UMI,Zebularine,28,10uM,1,413,VG,
Fam217b,MAE,2,no-UMI,Zebularine,28,1uM,0.999614792,2597,VG,
H2-Ea-ps,MAE,2,no-UMI,Zebularine,28,20uM,1,112,DIFFUSE DEAD,
H2-Ea-ps,MAE,2,no-UMI,Zebularine,28,10uM,1,725,VG,
H2-Ea-ps,MAE,2,no-UMI,Zebularine,28,1uM,0.999269478,235697,VG,
Hdlbp,BAE,2,no-UMI,Zebularine,28,20uM,NA,0,DIFFUSE DEAD,
Hdlbp,BAE,2,no-UMI,Zebularine,28,10uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Zebularine,28,1uM,NA,0,VG,
Mecp2,Xlinked,2,no-UMI,Zebularine,28,20uM,1,6,DIFFUSE DEAD,
Mecp2,Xlinked,2,no-UMI,Zebularine,28,10uM,0.999341672,1519,VG,
Mecp2,Xlinked,2,no-UMI,Zebularine,28,1uM,0.9996708,9115,VG,
Ncam2,MAE,2,no-UMI,Zebularine,28,20uM,0,2,DIFFUSE DEAD,
Ncam2,MAE,2,no-UMI,Zebularine,28,10uM,0.122699387,163,VG,
Ncam2,MAE,2,no-UMI,Zebularine,28,1uM,0.000764526,1309,VG,
Pea15a,MAE,2,no-UMI,Zebularine,28,20uM,0.777777778,9,DIFFUSE DEAD,
Pea15a,MAE,2,no-UMI,Zebularine,28,10uM,0.763294423,1542,VG,
Pea15a,MAE,2,no-UMI,Zebularine,28,1uM,0.941942348,19741,VG,
Phka2,Xlinked,2,no-UMI,Zebularine,28,20uM,1,1,DIFFUSE DEAD,
Phka2,Xlinked,2,no-UMI,Zebularine,28,10uM,1,325,VG,
Phka2,Xlinked,2,no-UMI,Zebularine,28,1uM,1,1176,VG,
Pola1,Xlinked,2,no-UMI,Zebularine,28,20uM,1,3,DIFFUSE DEAD,
Pola1,Xlinked,2,no-UMI,Zebularine,28,10uM,1,1085,VG,
Pola1,Xlinked,2,no-UMI,Zebularine,28,1uM,0.998652551,5198,VG,
Sash1,MAE,2,no-UMI,Zebularine,28,20uM,1,7,DIFFUSE DEAD,
Sash1,MAE,2,no-UMI,Zebularine,28,10uM,1,1584,VG,
Sash1,MAE,2,no-UMI,Zebularine,28,1uM,0.999755899,12292,VG,
Smtnl2,MAE,2,no-UMI,Zebularine,28,20uM,0,2,DIFFUSE DEAD,
